razao_social_osc, nome_fantasia_osc, natureza_juridica, ano_inicio, classe_atividade_economica, subclasse_atividade_economica, bairro, area_atuacao, subarea_atuacao
ASSOCIACAO CAMINHO DE SANTA MARIA,NÃO INFORMADO,Associação Privada,1996.0,NÃO INFORMADO,NÃO INFORMADO,MORRO NOVA CINTRA,Desenvolvimento e defesa de direitos,Outros
IGREJA BATISTA DO HORTO,NÃO INFORMADO,Associação Privada,1996.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,JD BOM RETIRO,Religião,Religião
ASSOCIACAO DOS FUNCIONARIOS HIPERCON TERM.CARGAS LTDA.,NÃO INFORMADO,Associação Privada,1996.0,NÃO INFORMADO,NÃO INFORMADO,ALEMOA,"Associações patronais, profissionais e de produtores rurais",Associações profissionais
CLUBE DE AUTOMOVEIS ANTIGOS DE SANTOS,C A A S,Associação Privada,1996.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,PAQUETA,Desenvolvimento e defesa de direitos,Outros
AUG. E RESP. LOJ A SIMB. FLORENTINO DIEGUES GONCALVES,NÃO INFORMADO,Associação Privada,1995.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,VILA NOVA,Religião,Religião
ASSOCIACAO RADIO COMUNITARIA ALPHA FM,NÃO INFORMADO,Associação Privada,1996.0,Atividades de rádio,Atividades de rádio,MACUCO,Outras atividades associativas; Outros,Associações de atividades não especificadas anteriormente
TENDA DE UMBANDA MAE YEMANJA OGUM BEIRA MAR E JUREMA,NÃO INFORMADO,Associação Privada,1989.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,ENCRUZILHADA,Religião,Religião
COMUNIDADE CATOLICA PANTOKRATOR,COMUNIDADE CATOLICA PANTOKRATOR O FILHO DA VIRGEM MARIA,Organização Religiosa,2007.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,VILA MATHIAS,Religião,Religião
IGREJA EVANGELICA REMIDOS POR CRISTO,NÃO INFORMADO,Associação Privada,1996.0,NÃO INFORMADO,NÃO INFORMADO,CHICO DE PAULA,Religião,Religião
ASSOCIACAO DE ESTUDOS FILOSOFICOS DE SANTOS,NOVA ACROPOLE,Associação Privada,1996.0,Atividades de organizações associativas ligadas à cultura e à arte,Atividades de organizações associativas ligadas à cultura e à arte,EMBARE,Desenvolvimento e defesa de direitos,Outros
IGREJA EVANGELICA JESUS CRISTO VIVE,NÃO INFORMADO,Organização Religiosa,1996.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,PONTA DA PRAIA,Religião,Religião
IGREJA ALIANCA BIBLICA DE SANTOS,NÃO INFORMADO,Associação Privada,1996.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,CAMPO GRANDE,Religião,Religião
BANCO DE OLHOS DA BAIXADA SANTISTA - BOBS,NÃO INFORMADO,Associação Privada,1996.0,Atividades de atendimento hospitalar,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências",BOQUEIRAO,Saúde,Outros serviços de saúde
ASSOCIACAO DE MESATENISTAS DA BAIXADA SANTISTA,AMBS,Associação Privada,1996.0,Atividades esportivas não especificadas anteriormente,Outras atividades esportivas não especificadas anteriormente,CENTRO,Cultura e recreação,Esporte e recreação
GRUPO ESPIRITA DE APRENDIZADO EVANGELICO,NÃO INFORMADO,Associação Privada,1997.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,EMBARE,Religião,Religião
DRIVE - ASSOCIACAO DE PAIS E AMIGOS DE TENIS DE MESA,DRIVE,Associação Privada,2010.0,Atividades esportivas não especificadas anteriormente,Outras atividades esportivas não especificadas anteriormente,GONZAGA,Cultura e recreação,Esporte e recreação
ASSOCIACAO CULTURAL AFRO-BRASILEIRA LUZ DAS CANDEIAS DO LITORAL DA COSTA DA MATA ATLANTICA,AFROLUZ,Associação Privada,2010.0,Atividades de organizações associativas ligadas à cultura e à arte,Atividades de organizações associativas ligadas à cultura e à arte,VILA NOVA,Cultura e recreação,Cultura e arte
ASSOCIACAO CULTURAL GENESIS XXV,NÃO INFORMADO,Associação Privada,2009.0,Atividades de organizações associativas ligadas à cultura e à arte,Atividades de organizações associativas ligadas à cultura e à arte,ESTUARIO,Cultura e recreação,Cultura e arte
INSTITUTO ENERGIA,INSTITUTO ENERGIA,Associação Privada,2010.0,Atividades esportivas não especificadas anteriormente,Outras atividades esportivas não especificadas anteriormente,PONTA DA PRAIA,Cultura e recreação,Esporte e recreação
INSTITUTO BRASILEIRO DE APRENDIZAGEM PROFISSIONAL,NÃO INFORMADO,Associação Privada,2013.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATIAS,Educação e pesquisa,Outras formas de educação/ensino
CENTRO ESPORTIVO COMUNITARIO DE FISICULTURISMO E MUSCULACAO,NÃO INFORMADO,Associação Privada,2010.0,Atividades esportivas não especificadas anteriormente,Produção e promoção de eventos esportivos,JOSE MENINO,Cultura e recreação; Religião,Religião
ASSOCIACAO ATLETICA ACADEMICA FLAVIA FOGLI PISANESCHI,NÃO INFORMADO,Associação Privada,2010.0,Atividades de organizações associativas ligadas à cultura e à arte,Atividades de organizações associativas ligadas à cultura e à arte,VILA MATIAS,Cultura e recreação,Cultura e arte
TEMPLO ESPIRITA DE UMBANDA SAO MIGUEL ARCANJO,TEUSMA,Organização Religiosa,2006.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,PAQUETA,Religião,Religião
INSTITUTO PAULO VIRIATO CORREA DA COSTA,IPVCC,Associação Privada,2010.0,Atividades associativas não especificadas anteriormente,Atividades associativas não especificadas anteriormente,VILA MATHIAS,Outras atividades associativas,Associações de atividades não especificadas anteriormente
PROJETO METROPOLITANO MAESTRO ANTONIO MANZIONE VIOLOES EM PAUTA,NÃO INFORMADO,Associação Privada,2010.0,Atividades de organizações associativas ligadas à cultura e à arte,Atividades de organizações associativas ligadas à cultura e à arte,EMBARE,Cultura e recreação,Cultura e arte
MINISTERIO EVANGELICO PORTAS ABERTAS,MINISTERIO EVANGELICO PORTAS ABERTAS,Organização Religiosa,2010.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,Religião,Religião
ASSOCIACAO PROJETO FAMILIA,PROJETO FAMILIA,Associação Privada,2010.0,Atividades associativas não especificadas anteriormente,Atividades associativas não especificadas anteriormente,VILA MATIAS,Outras atividades associativas,Associações de atividades não especificadas anteriormente
ASSEMBLEIA DE DEUS ABRACANDO VIDAS,ASSEMBLEIA DE DEUS ABRACANDO VIDAS,Organização Religiosa,2010.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,SAO MANOEL,Religião,Religião
ROTARY CLUB DE SANTOS - APARECIDA,NÃO INFORMADO,Associação Privada,2010.0,Atividades associativas não especificadas anteriormente,Atividades associativas não especificadas anteriormente,APARECIDA,Outras atividades associativas,Associações de atividades não especificadas anteriormente
IGREJA EVANGELICA JESUS E O SENHOR,IGREJA EVANGELICA JESUS E O SENHOR,Associação Privada,2003.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,SABOO,Religião,Religião
CLUBE DO CHORO DE SANTOS,NÃO INFORMADO,Associação Privada,2002.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,CENTRO,Desenvolvimento e defesa de direitos,Outros
"ASSOCIACAO DOS PESCADORES ARTESANAIS DO CANAL DE SANTOS, CARUARA E BERTIOGA DO ESTADO DE SAO PAULO",NÃO INFORMADO,Associação Privada,2003.0,NÃO INFORMADO,NÃO INFORMADO,CARUARA,Desenvolvimento e defesa de direitos,Outros
IGREJA CRISTA MARANATA,IGREJA CRISTA MARANATA PRESBITERIO ESPIRITO SANTENSE,Organização Religiosa,2011.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,MARAPE,Religião,Religião
JUVENTUDE OPERARIA CATOLICA BRASILEIRA,JOC BRASILEIRA,Associação Privada,1984.0,"Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares",Instituições de longa permanência para idosos,CENTRO,Assistência social,Assistência social
IGREJA INTERNACIONAL DA GRACA DE DEUS,IGREJA DA GRACA,Organização Religiosa,2001.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,GONZAGA,Religião,Religião
IGREJA INTERNACIONAL DA GRACA DE DEUS,IGREJA DA GRACA,Organização Religiosa,2002.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,VILA MATHIAS,Religião,Religião
IGREJA UNIVERSAL DO REINO DE DEUS,NÃO INFORMADO,Organização Religiosa,2002.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,VILA SAO JORGE,Religião,Religião
IGREJA UNIVERSAL DO REINO DE DEUS,NÃO INFORMADO,Organização Religiosa,1984.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,CENTRO,Religião,Religião
IGREJA CATOLICA APOSTOLICA CARISMATICA,IGREJA CATOLICA APOSTOLICA CARISMATICA,Organização Religiosa,2012.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,CENTRO,Religião,Religião
FUNDACAO LOGOSOFICA EM PROL DA SUPERACAO HUMANA,NÃO INFORMADO,Fundação Privada,1994.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,MARAPE,Educação e pesquisa,Outras formas de educação/ensino
ASSOCIACAO DOS APOSENTADOS E FUNCIONARIOS DO BANCO DO BRASIL - AAFBB,NÃO INFORMADO,Associação Privada,1991.0,Atividades associativas não especificadas anteriormente,Atividades associativas não especificadas anteriormente,CENTRO,Desenvolvimento e defesa de direitos,Outros
CRUZ VERMELHA BRASILEIRA,NÃO INFORMADO,Associação Privada,1970.0,Atividades associativas não especificadas anteriormente,Atividades associativas não especificadas anteriormente,CENTRO,Educação e pesquisa,Educação infantil
SUKYO MAHIKARI DO BRASIL,NÃO INFORMADO,Organização Religiosa,1979.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,ENCRUZILHADA,Religião,Religião
SOCIEDADE MELHORAMENTOS DO BAIRRO DO CAMPO GRANDE,NÃO INFORMADO,Associação Privada,1983.0,NÃO INFORMADO,NÃO INFORMADO,CAMPO GRANDE,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO BIBLICA E CULTURAL DE SANTOS,NÃO INFORMADO,Organização Religiosa,1982.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,JD.RADIO CLUBE,Religião,Religião
ASSOCIACAO DESPORTIVA CLASSISTA SANMELL PRAIA CLUBE,NÃO INFORMADO,Associação Privada,1982.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,ENCRUZILHADA,Desenvolvimento e defesa de direitos,Outros
ORDEM DOS ADVOGADOS DO BRASIL - SECCAO DE SAO PAULO,ESCOLA SUPERIOR DE ADVOCACIA - UNIDADE SANTOS,Associação Privada,2004.0,Atividades de organizações associativas profissionais,Atividades de organizações associativas profissionais,CENTRO,"Associações patronais, profissionais e de produtores rurais",Associações profissionais
ADESPA CLUBE,NÃO INFORMADO,Associação Privada,1973.0,"Clubes sociais, esportivos e similares","Clubes sociais, esportivos e similares",CENTRO,Cultura e recreação,Esporte e recreação
ASSOCIACAO ESPIRITA TIRADENTES,NÃO INFORMADO,Associação Privada,1974.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,MACUCO,Religião,Religião
CENTRO ARIOSTO,ARIOSTO,Associação Privada,1983.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,ESTUARIO,Religião,Religião
GRUPO ESCOTEIRO DO MAR D PEDRO II,NÃO INFORMADO,Associação Privada,1972.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,CENTRO,Desenvolvimento e defesa de direitos,Outros
IGREJA CEM PORCENTO VIDA,IGREJA CEM PORCENTO VIDA - SANTOS,Associação Privada,1991.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,EMBARE,Religião,Religião
BANDA MUSICAL CARLOS GOMES,NÃO INFORMADO,Associação Privada,1971.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,MARAPE,Desenvolvimento e defesa de direitos,Outros
GREMIO ESPORTIVO PRATICAGEM DE SANTOS,NÃO INFORMADO,Associação Privada,1983.0,Atividades esportivas não especificadas anteriormente,Outras atividades esportivas não especificadas anteriormente,PONTA DA PRAIA,Cultura e recreação,Esporte e recreação
ASSOCIACAO MUTUA DOS AJUDANTES E DESPACHANTES ADUANEIROS DE SANTOS,NÃO INFORMADO,Associação Privada,1973.0,Atividades associativas não especificadas anteriormente,Atividades associativas não especificadas anteriormente,CENTRO,Desenvolvimento e defesa de direitos,Outros
CENTRO DE RECUPERACAO DONA ADELAIDE,NÃO INFORMADO,Associação Privada,1973.0,Atividades associativas não especificadas anteriormente,Atividades associativas não especificadas anteriormente,MACUCO,Desenvolvimento e defesa de direitos,Outros
IGARATA CLUBE,NÃO INFORMADO,Associação Privada,1974.0,"Clubes sociais, esportivos e similares","Clubes sociais, esportivos e similares",BOQUEIRAO,Cultura e recreação,Esporte e recreação
DIRETORIO ACADEMICO ARNALDO VIEIRA DE CARVALHO,D. A. ARNALDO VIEIRA DE CARVALHO - MEDICINA SANTOS,Associação Privada,1974.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,BOQUEIRAO,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO DOS ADMINISTRADORES DE EMPRESAS DE SANTOS,ADESAN,Associação Privada,1974.0,Atividades de organizações associativas profissionais,Atividades de organizações associativas profissionais,VILA MATHIAS,"Associações patronais, profissionais e de produtores rurais",Associações profissionais
MOVIMENTO GNOSTICO CRISTAO UNIVERSAL DO BRASIL NA NOVA ORDEM,NÃO INFORMADO,Organização Religiosa,1990.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,BOQUEIRAO,Religião,Religião
DESAFIO JOVEM DE SANTOS,DJS,Fundação Privada,1976.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,MARAPE,Assistência social,Assistência social
UNIDOS PRAIA CLUBE,NÃO INFORMADO,Associação Privada,1977.0,"Clubes sociais, esportivos e similares","Clubes sociais, esportivos e similares",GONZAGA,Cultura e recreação,Esporte e recreação
O CONSOLADOR NUCLEO ESPIRITA,NÃO INFORMADO,Associação Privada,1975.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,VL MATHIAS,Religião,Religião
CORUJA R C,NÃO INFORMADO,Associação Privada,1976.0,"Clubes sociais, esportivos e similares","Clubes sociais, esportivos e similares",JOSE MENINO,Cultura e recreação,Esporte e recreação
GREMIO SAO LUCAS,NÃO INFORMADO,Associação Privada,1976.0,"Clubes sociais, esportivos e similares","Clubes sociais, esportivos e similares",VILA BELMIRO,Cultura e recreação,Esporte e recreação
LIGA REGIONAL DE FUTEBOL DE SALAO DO LITORAL PAULISTA,NÃO INFORMADO,Associação Privada,1977.0,Atividades esportivas não especificadas anteriormente,Produção e promoção de eventos esportivos,VILA BELMIRO,Cultura e recreação,Esporte e recreação
GREMIO PRODESAN,NÃO INFORMADO,Associação Privada,1977.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,GONZAGA,Desenvolvimento e defesa de direitos,Outros
GRUPO DE ACAO SOCIAL SANTO ANTONIO,GASSA,Associação Privada,1976.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,VILA BELMIRO,Desenvolvimento e defesa de direitos,Outros
SOCIEDADE ASSISTENCIAL SAO BENEDITO,NÃO INFORMADO,Associação Privada,1976.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,EMBARE,Desenvolvimento e defesa de direitos,Outros
IGREJA EVANGELICA TRIUNFANTE,IGREJA EVANGELICA TRIUNFANTE,Associação Privada,1976.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,MACUCO,Religião,Religião
OURO VERDE F C,NÃO INFORMADO,Associação Privada,1977.0,"Clubes sociais, esportivos e similares","Clubes sociais, esportivos e similares",MARAPE,Cultura e recreação,Esporte e recreação
CLUBE DE MALHA SIQUEIRA CAMPOS,NÃO INFORMADO,Associação Privada,1976.0,"Clubes sociais, esportivos e similares","Clubes sociais, esportivos e similares",MACUCO,Cultura e recreação,Esporte e recreação
CENTRO COMUNITARIO MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO,ALENCAR CASTELO BRANCO,Associação Privada,1975.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,APARECIDA,Desenvolvimento e defesa de direitos,Outros
CENTRO COMUN DO CONJ RESI MAL ARTUR DA COSTA E SILVA,NÃO INFORMADO,Associação Privada,1976.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,JARDIM CASTELO,Desenvolvimento e defesa de direitos,Outros
IGREJA BATISTA PENIEL,CONGREGACAO PENIEL SANTOS,Organização Religiosa,1991.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,VILA MATHIAS,Religião,Religião
IGREJA BATISTA PENIEL,CONGR DA IGR BATISTA PENIEL QUINTA RENOV DO LITORAL,Organização Religiosa,1993.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,CHICO DE PAULA,Religião,Religião
IGREJA BATISTA PENIEL,CONGR DA IGR BATISTA PENIEL DECIMA TER RENV DO LITORAL,Organização Religiosa,1999.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,CENTRO,Religião,Religião
IGREJA BATISTA PENIEL,CONGREGACAO DA IG BAT PENIEL DECIMA NONA RENOV LITORAL,Organização Religiosa,2001.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,MACUCO,Religião,Religião
IGREJA BATISTA PENIEL,PENIEL FACE A FACE COM DEUS - SANTOS,Organização Religiosa,2011.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,JOSE MENINO,Religião,Religião
AUGUSTA E RESPEITAVEL LOJA SIMBOLICA DAMASCO,NÃO INFORMADO,Associação Privada,1977.0,"Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares",Instituições de longa permanência para idosos,ENCRUZILHADA,Religião,Religião
GREMIO RECREATIVO DOS VIGIAS PORTUARIOS DE SANTOS GRVPS,NÃO INFORMADO,Associação Privada,1977.0,"Clubes sociais, esportivos e similares","Clubes sociais, esportivos e similares",ENCRUZILHADA,Cultura e recreação,Esporte e recreação
ASSOCIACAO DE INSTRUCAO POPULAR E BENEFICENCIA,CENTRO SOCIO-COMUNITARIO NOSSA SENHORA DO MONTE SERRAT,Associação Privada,2005.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,GONZAGA,Religião,Religião
AUGUSTA E RESPEITAVEL LOJA SIMBOLICA LIBERDADE N. 197,NÃO INFORMADO,Associação Privada,1979.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,MACUCO,Desenvolvimento e defesa de direitos; Religião,Religião
GREMIO DOS GRAFICOS DA BAIXADA SANTISTA,NÃO INFORMADO,Associação Privada,1978.0,Atividades esportivas não especificadas anteriormente,Outras atividades esportivas não especificadas anteriormente,CENTRO,Cultura e recreação,Esporte e recreação
CLUBE FOTO AMIGOS DE SANTOS,CLUBE FOTO AMIGOS,Associação Privada,1979.0,NÃO INFORMADO,NÃO INFORMADO,CAMPO GRANDE,Desenvolvimento e defesa de direitos,Outros
CONVENCAO DAS IGREJAS EVANGELICAS HOLINESS DO BRASIL,IGREJA EVANGELICA HOLINESS DE SANTOS,Associação Privada,1983.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,BAIRRO ENCRUZILHADA,Religião,Religião
SOCIEDADE DE MELHORAMENTOS DO MORRO DA NOVA CINTRA,NÃO INFORMADO,Associação Privada,1979.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,NOVA CINTRA,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO SABESP,ASSOC. SABESP - DIR.REG.BX SANTISTA,Associação Privada,1979.0,"Clubes sociais, esportivos e similares","Clubes sociais, esportivos e similares",JOSE MENINO,Cultura e recreação,Esporte e recreação
GRUPO ESPIRITA TRABALHO E AMOR GETA,GETA,Associação Privada,1978.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,AREIA BRANCA,Religião,Religião
MOVIMENTO DE ARREGIMENTACAO FEMININA,NÃO INFORMADO,Associação Privada,1978.0,"Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares",Instituições de longa permanência para idosos,JOSE MENINO,Assistência social,Assistência social
GREMIO RECREATIVO E ESPORTIVO DO SIND ENFER DE SANTOS,GRESES,Associação Privada,1978.0,"Clubes sociais, esportivos e similares","Clubes sociais, esportivos e similares",VILA MATHIAS,Cultura e recreação,Esporte e recreação
SOCIEDADE DE MELHORAMENTOS DO JARDIM BOM RETIRO,NÃO INFORMADO,Associação Privada,1979.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,JD BOM RETIRO,Desenvolvimento e defesa de direitos,Outros
CONGREGACAO MARIANA DA ANUNCIACAO,NÃO INFORMADO,Associação Privada,1978.0,NÃO INFORMADO,NÃO INFORMADO,APARECIDA,Religião,Religião
COLONIA DOS PESCADORES ZI JOSE BONIFACIO,COLONIA DOS PESCADORES Z I JOSE BONIFACIO,Associação Privada,1979.0,Atividades associativas não especificadas anteriormente,Atividades associativas não especificadas anteriormente,PONTA DA PRAIA,Desenvolvimento e defesa de direitos,Outros
BETH S CLUBE,NÃO INFORMADO,Associação Privada,1981.0,"Clubes sociais, esportivos e similares","Clubes sociais, esportivos e similares",VILA RICA,Cultura e recreação,Esporte e recreação
SANTOS SUB ATIVIDADES SUB AQUATICAS,NÃO INFORMADO,Associação Privada,1981.0,"Clubes sociais, esportivos e similares","Clubes sociais, esportivos e similares",APARECIDA,Cultura e recreação,Esporte e recreação
ESPORTE CLUBE RODRIMAR,NÃO INFORMADO,Associação Privada,1981.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,CENTRO,Desenvolvimento e defesa de direitos,Outros
SOCIEDADE PRO MELHORAMENTOS DA VILA GILDA,NÃO INFORMADO,Associação Privada,1981.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,JARDIM CASTELO,Desenvolvimento e defesa de direitos,Outros
ESPORTE CLUBE JUVENTUDE DE NOVA CINTRA,NÃO INFORMADO,Associação Privada,1981.0,"Clubes sociais, esportivos e similares","Clubes sociais, esportivos e similares",MORRO NOVA CINTRA,Cultura e recreação,Esporte e recreação
AUGUSTA E RESPEITAVEL LOJA SIMBOLICA XV DE NOVEMBRO 38,NÃO INFORMADO,Associação Privada,1981.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,VILA MATIAS,Desenvolvimento e defesa de direitos; Religião,Religião
CHOROES SANTISTAS CLUBE,NÃO INFORMADO,Associação Privada,1981.0,NÃO INFORMADO,NÃO INFORMADO,JABAQUARA,Cultura e recreação,Esporte e recreação
UNIAO BRASILEIRA DE TROVADORES SECAO SANTOS,NÃO INFORMADO,Associação Privada,1981.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,BOQUEIRAO,Desenvolvimento e defesa de direitos,Outros
SOCIEDADE AMIGOS DO MORRO DO PACHECO,NÃO INFORMADO,Associação Privada,1980.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,MORRO DO PACHECO,Desenvolvimento e defesa de direitos,Outros
CENTRO FRATERNO DE AMIZADE,C V V,Associação Privada,1980.0,Serviços de assistência social sem alojamento,Serviços de assistência social sem alojamento,MACUCO,Assistência social,Assistência social
CENTRO DOS PROPRIETARIOS DE VEICULOS DE SANTOS,NÃO INFORMADO,Associação Privada,1981.0,Atividades de organizações associativas patronais e empresariais,Atividades de organizações associativas patronais e empresariais,CENTRO,"Associações patronais, profissionais e de produtores rurais",Associações empresariais e patronais
SOC DE MELHORAMENTOS DO BAIRRO DA PONTA DA PRAIA,NÃO INFORMADO,Associação Privada,1981.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,PONTA DA PRAIA,Desenvolvimento e defesa de direitos,Outros
SOCIEDADE DE MELHORAMENTOS DO MONTE SERRAT,NÃO INFORMADO,Associação Privada,1981.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,MORRO DO MONTE SERRAT,Desenvolvimento e defesa de direitos,Outros
ASSOC PRO BENEFICENCIA E MELHORAMENTOS DA VILA ALEMOA,NÃO INFORMADO,Associação Privada,1982.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,ALEMOA,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO MOSAICO DE SANTOS,MOSAICO CLUBE,Associação Privada,1982.0,Atividades esportivas não especificadas anteriormente,Outras atividades esportivas não especificadas anteriormente,MACUCO,Cultura e recreação,Esporte e recreação
IGREJA EVANGELICA PENTECOSTAL O BRASIL PARA CRISTO,NÃO INFORMADO,Associação Privada,1982.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,VILA SAO JORGE,Religião,Religião
ASSOCIACAO DOS APOSENTADOS DA FUNDACAO CESP,NÃO INFORMADO,Associação Privada,1994.0,"Clubes sociais, esportivos e similares","Clubes sociais, esportivos e similares",JABAQUARA,Desenvolvimento e defesa de direitos,Outros
CENTRO DE UMBANDA ESTRELA GUIA,NÃO INFORMADO,Fundação Privada,1980.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,ESTUARIO,Religião,Religião
FUNDACAO DE ROTARIANOS DE SANTOS,NÃO INFORMADO,Associação Privada,1980.0,Atividades de organizações associativas ligadas à cultura e à arte,Atividades de organizações associativas ligadas à cultura e à arte,GONZAGA,Desenvolvimento e defesa de direitos,Outros
SOCIEDADE DE MELHORAMENTOS DOS AMIGOS DA VILA S BENTO,NÃO INFORMADO,Associação Privada,1980.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,VILA SAO BENTO,Desenvolvimento e defesa de direitos,Outros
SOCIEDADE UNIVERSITARIA DE SANTOS,SUSAN,Associação Privada,1986.0,Educação superior - graduação,Educação superior - graduação,BOQUEIRAO,Educação e pesquisa; Outras atividades associativas,Associações de atividades não especificadas anteriormente
SOCIEDADE DE MELHORAMENTOS DO BAIRRO DO MARAPE,NÃO INFORMADO,Associação Privada,1980.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,MARAPE,Desenvolvimento e defesa de direitos,Outros
SOCIEDADE DE MELHORAMENTOS DO BAIRRO J PIRATININGA,NÃO INFORMADO,Associação Privada,1981.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,ALEMOA,Desenvolvimento e defesa de direitos,Outros
CENTRO DE ESTUDOS ESPIRITAS ANDRE LUIZ,NÃO INFORMADO,Associação Privada,1977.0,NÃO INFORMADO,NÃO INFORMADO,SANTA MARIA,Religião,Religião
COLIGACAO DAS LOJAS MACONICAS DA BAIXADA SANTISTA,NÃO INFORMADO,Associação Privada,1977.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,VILA MATIAS,Desenvolvimento e defesa de direitos; Religião,Religião
RANCHO FOLCLORICO TIPICO MADEIRENSE DO MORRO DE S BENTO,NÃO INFORMADO,Associação Privada,1983.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,MORRO DE S BENTO,Desenvolvimento e defesa de direitos,Outros
